"ip","app","device","os","channel","is_attributed","hour","minute","second"
83597,27,1,13,153,0,11,6,41
86320,14,1,17,467,0,0,54,22
100042,10,1,22,113,0,15,51,54
73767,12,1,15,265,0,4,9,33
189476,9,1,19,234,0,14,34,47
119369,12,1,19,265,0,0,22,45
48212,18,1,2,107,0,11,45,32
97814,56,1,13,406,0,2,13,32
70233,9,1,19,450,0,11,1,34
144495,15,1,22,245,0,18,29,17
50484,13,1,26,477,0,23,29,35
114878,12,1,19,340,0,13,34,0
63760,12,1,23,497,0,11,1,48
114220,66,1,13,101,0,14,39,35
300221,7,1,30,101,0,8,35,24
252779,19,0,50,213,0,7,2,25
114107,1,1,19,118,0,0,14,24
97864,29,1,17,343,0,11,51,43
40710,1,1,27,377,0,7,36,36
117021,3,1,18,173,0,3,38,36
12872,18,1,32,439,0,14,29,57
70609,6,1,13,459,0,7,57,32
73279,3,1,13,115,0,22,10,55
266142,12,1,6,160,0,9,41,8
64323,8,1,25,145,0,6,28,42
7255,15,1,6,111,0,3,52,38
62197,64,1,19,459,0,16,22,56
20961,28,1,19,135,0,14,10,39
11290,15,1,19,245,0,22,5,6
116966,8,1,13,145,0,1,26,58
125222,14,1,19,463,0,5,38,11
39764,12,1,10,245,0,13,25,50
114904,12,1,13,328,0,14,40,42
69819,9,1,19,258,0,15,52,3
284175,3,1,10,137,0,11,54,18
30587,3,1,13,424,0,2,13,39
33699,21,1,25,232,0,11,24,26
48170,14,1,13,489,0,13,12,7
69096,15,1,13,480,0,2,32,9
184529,3,1,13,280,0,10,42,58
2528,3,1,13,379,0,16,17,3
51646,12,1,28,245,0,16,57,31
35685,150,1,19,110,0,8,49,55
26905,3,1,8,137,0,6,57,28
73487,23,1,40,153,0,1,10,11
73516,3,1,17,280,0,11,54,43
57075,26,1,6,266,0,4,57,37
247000,11,1,19,319,0,11,14,22
34854,14,1,8,442,0,1,58,19
96275,3,1,10,424,0,13,4,48
85839,23,1,18,153,0,0,54,29
49553,3,1,18,280,0,10,25,57
37641,9,1,14,232,0,7,24,10
32599,3,1,22,409,0,3,9,46
119502,3,1,19,280,0,10,35,7
12379,9,1,19,134,0,23,22,42
89269,18,1,13,107,0,16,33,22
99945,3,1,19,480,0,1,1,59
35214,24,1,19,105,0,1,18,29
77821,12,1,19,328,0,6,3,15
102808,64,1,19,459,0,15,5,56
90731,3,1,19,137,0,15,13,5
147033,2,1,14,237,0,6,20,45
76744,12,1,8,245,0,14,9,41
84896,13,2,13,400,0,0,23,58
120744,9,1,6,442,0,9,58,55
123896,22,1,41,116,0,10,31,8
118412,15,1,37,120,0,2,29,1
40372,13,1,19,469,0,1,19,44
175453,14,1,17,401,0,3,39,49
57638,13,1,18,477,0,22,0,43
127834,14,1,13,123,0,3,22,34
34520,3,1,13,280,0,0,14,10
148783,15,1,19,140,0,5,9,17
3553,3,1,19,280,0,2,29,16
1437,151,0,38,347,0,17,32,9
124938,12,1,6,178,0,23,35,21
179037,20,1,19,259,0,20,58,14
143050,3,1,13,137,0,11,32,35
190012,12,1,17,265,0,18,25,17
43112,9,1,17,489,0,23,45,11
29785,14,1,19,401,0,9,56,17
78599,15,1,19,245,0,5,0,11
91166,12,2,17,140,0,4,12,3
10773,2,1,22,237,0,7,35,12
57732,7,1,16,101,0,4,54,46
95820,21,1,1,128,0,17,44,40
70446,9,1,40,442,0,14,1,3
55910,2,1,19,364,0,3,18,25
100393,14,1,17,467,0,12,43,24
81187,12,1,13,219,0,8,8,41
360928,25,1,13,259,0,11,58,52
198308,3,1,19,480,0,3,34,49
68568,3,1,6,173,0,2,28,46
357062,9,1,3,334,0,13,30,56
38995,15,1,13,111,0,9,42,6
118146,9,1,18,134,0,18,19,19
183620,18,1,19,121,0,5,21,58
84414,15,1,19,153,0,8,29,52
53929,3,1,10,402,0,12,48,15
59125,12,1,10,259,0,20,18,21
13270,3,1,18,424,0,9,47,39
8484,9,1,13,234,0,10,48,10
58804,15,1,13,245,0,16,38,46
145139,2,1,13,477,0,15,36,27
223912,14,1,37,379,0,4,58,2
80634,9,2,13,107,0,9,24,21
4414,12,1,19,259,0,12,13,26
58700,2,1,14,236,0,3,8,5
278605,32,1,39,376,0,6,8,18
75593,3,1,10,489,0,7,59,9
100333,26,1,19,266,0,10,45,59
92701,12,1,22,259,0,3,23,39
103221,9,1,19,232,0,9,15,22
177995,12,1,19,178,0,8,34,18
37264,23,1,19,153,0,5,0,49
54250,11,1,22,487,0,9,44,6
117041,15,1,22,245,0,15,19,50
58472,12,1,18,245,0,19,34,4
48886,3,1,13,137,0,17,20,57
89477,8,1,19,145,0,4,24,53
38732,28,1,15,135,0,1,17,7
67202,13,1,17,477,0,13,7,3
108180,15,1,19,245,0,16,41,2
69117,18,1,19,439,0,12,34,44
90818,3,1,13,280,0,9,13,30
29650,9,1,10,244,0,8,13,47
44349,18,1,3,107,0,11,42,1
73516,9,2,9,145,0,17,33,16
52043,2,1,13,236,0,23,52,16
150151,9,1,13,334,0,13,27,21
131660,11,1,13,487,0,18,44,2
108341,2,1,13,205,0,7,1,18
65440,11,1,30,319,0,18,42,38
22211,12,1,22,328,0,4,26,52
65687,9,1,23,120,0,3,0,55
255568,14,1,6,113,0,2,8,48
95104,18,1,13,107,0,4,0,9
43614,18,1,13,121,0,16,34,18
66289,15,1,3,3,0,11,45,54
118440,12,1,19,409,0,15,46,48
341099,3,1,58,113,0,15,24,19
251475,13,1,19,400,0,10,30,13
94466,29,1,9,213,1,15,35,15
73487,3,1,19,153,0,17,55,26
38388,9,1,19,466,0,11,24,51
92712,12,1,19,326,0,2,11,35
176997,13,1,47,477,0,5,30,26
41094,26,1,19,266,0,1,37,46
123788,18,1,64,107,0,10,27,43
48288,6,1,13,125,0,6,58,46
14354,3,1,37,280,0,7,42,26
12656,3,1,19,280,0,13,39,11
67949,3,1,13,402,0,4,27,27
105603,3,1,6,280,0,6,53,57
98045,1,1,19,134,0,14,27,31
152945,13,1,19,477,0,22,55,55
5323,9,1,15,145,0,13,39,59
33810,18,1,27,439,0,11,6,44
64194,25,1,13,259,0,6,29,6
97698,8,1,31,140,0,17,10,27
168828,21,2,13,232,0,12,16,27
3197,28,1,20,135,0,6,52,43
116400,18,1,13,134,0,1,28,41
71562,9,1,9,258,0,5,0,17
9784,3,1,19,137,0,13,31,9
78272,6,1,19,459,0,13,0,28
69960,9,2,18,107,0,11,59,56
24588,1,1,25,124,0,12,47,22
45677,3,1,13,280,0,23,28,57
92712,12,1,19,259,0,14,4,55
38946,12,1,8,265,0,11,35,43
156818,12,1,13,245,0,1,50,1
43510,18,1,9,121,0,4,31,2
36934,3,1,22,211,0,8,29,59
255283,3,1,22,379,0,10,52,33
151397,18,1,19,439,0,14,34,20
74469,6,1,19,125,0,2,49,57
112737,15,1,31,140,0,4,35,45
78150,9,1,13,334,0,0,18,14
41392,12,1,10,259,0,3,49,15
56035,3,1,13,409,0,12,19,16
110302,27,1,19,122,0,4,58,4
17149,15,1,17,315,0,6,2,6
93587,15,1,19,245,0,16,30,1
125260,3,1,22,280,0,6,24,38
46887,15,1,19,245,0,9,15,16
184503,12,1,19,105,0,15,4,25
63425,64,1,8,459,0,15,50,27
109832,14,1,26,349,0,14,17,3
67325,12,1,13,265,0,17,21,26
43793,19,0,21,347,0,12,59,0
116014,3,1,27,409,0,12,25,41
55776,8,1,19,145,0,23,36,54
93587,2,1,4,205,0,23,35,59
44008,23,1,19,153,0,12,39,8
92934,3,1,17,280,0,5,13,8
55774,14,1,6,349,0,5,9,4
49092,2,1,19,122,0,5,41,44
40457,23,1,10,153,0,4,18,18
149081,14,1,19,463,0,11,54,6
144604,24,1,13,178,0,2,25,22
259284,2,1,19,122,0,16,12,52
108913,3,1,17,280,0,13,59,56
119238,11,1,19,319,0,2,48,13
52010,12,1,19,326,0,23,39,16
102181,15,1,13,245,0,9,12,21
66206,15,1,20,259,0,8,0,10
25072,9,1,41,445,0,0,17,1
134197,17,1,19,134,0,8,49,39
31047,25,1,25,259,0,11,18,49
37650,2,1,13,377,0,2,58,8
11643,8,1,35,145,0,19,6,29
120834,3,1,40,280,0,7,4,8
86962,9,1,17,489,0,10,50,58
68637,12,1,19,328,0,0,1,41
76343,18,1,19,121,0,22,55,26
156408,9,1,10,134,0,0,7,26
36527,12,1,22,265,0,8,0,23
104437,11,1,20,481,0,1,19,7
118339,14,1,19,349,0,22,55,47
18538,12,1,15,178,0,10,35,32
354775,2,2,37,205,0,6,15,28
175592,3,1,17,409,0,6,1,19
73516,3,2,32,153,0,9,15,49
32403,26,1,6,266,0,3,38,4
69312,12,1,8,178,0,15,35,33
84896,1,1,20,17,0,2,3,59
121131,12,1,13,245,0,20,36,7
7813,18,1,8,107,0,2,55,7
177344,12,1,13,178,0,15,42,50
34894,13,1,1,477,0,4,55,21
106876,12,1,47,205,0,4,2,2
114654,15,1,13,386,0,14,53,12
154983,18,1,19,107,0,13,16,57
41383,3,1,18,489,0,1,44,22
58760,9,1,19,334,0,6,5,9
25705,18,1,34,107,0,15,43,33
22061,3,1,13,442,0,18,27,49
139353,14,1,2,401,0,10,39,59
91611,14,1,13,134,0,6,23,5
34486,2,1,19,219,0,15,5,0
29883,12,1,15,259,0,7,31,55
8655,9,1,19,466,0,10,46,25
67439,3,1,1,280,0,16,27,53
163777,3,1,19,424,0,12,42,50
22854,2,1,53,469,0,4,45,47
4602,8,1,19,145,0,17,44,39
102551,9,1,13,215,0,15,37,41
114653,14,1,19,134,0,4,20,16
90811,2,1,13,236,0,5,7,59
14792,14,1,19,134,0,11,54,44
102206,2,1,19,477,0,18,31,55
118647,12,1,25,245,0,7,38,19
37743,3,1,19,280,0,3,29,50
101449,9,1,22,232,0,0,53,55
14733,3,1,13,280,0,3,23,45
111348,1,1,25,377,0,7,52,33
94958,18,1,23,107,0,1,41,49
209688,3,1,15,280,0,3,2,15
163282,7,1,47,101,0,5,19,5
31829,3,1,13,379,0,7,8,7
215456,15,1,13,386,0,6,52,36
8718,3,2,19,371,0,11,59,36
48457,8,1,13,140,0,7,22,55
129310,21,1,9,128,0,7,7,14
73516,23,1,19,153,0,12,5,50
26995,18,1,53,107,0,10,11,39
159606,18,1,13,376,0,5,37,59
83830,8,1,12,145,0,16,56,11
68328,2,1,13,219,0,11,42,8
29377,24,2,58,105,0,22,49,51
161847,12,1,18,178,0,23,36,21
9041,18,1,8,107,0,0,25,36
43793,3,1,13,115,0,14,51,56
250183,20,1,19,478,0,13,49,45
247181,18,1,13,121,0,20,8,52
69726,2,1,22,237,0,0,48,4
97500,12,1,13,259,0,11,21,43
88914,18,1,16,107,0,23,5,53
5314,3,1,30,280,0,13,48,5
73516,12,1,37,328,0,18,41,48
105649,2,1,36,205,0,10,54,46
177059,18,1,19,107,0,0,37,25
184024,3,1,17,280,0,6,16,44
1534,23,1,15,153,0,4,45,51
50099,3,1,19,280,0,3,50,26
79909,2,1,6,477,0,8,43,6
97018,14,1,8,379,0,10,5,56
179274,3,1,8,280,0,13,36,38
96775,22,1,13,496,0,1,5,26
35435,15,1,19,265,0,18,34,52
88143,18,1,20,107,0,0,33,41
122432,64,1,15,459,0,2,11,20
280,12,1,18,205,0,5,50,29
97684,12,1,19,265,0,10,12,25
80446,13,1,13,477,0,6,44,56
24985,3,1,13,137,0,22,46,1
36568,8,1,19,145,0,5,50,47
167783,13,3032,607,469,0,12,55,44
59422,1,1,37,153,0,5,48,33
75634,2,2,19,205,0,12,20,19
64516,9,1,19,244,0,7,50,25
93021,9,1,17,234,0,1,0,26
18781,18,1,13,439,0,14,59,59
109676,2,2,9,258,0,12,33,11
259470,3,1,22,480,0,1,25,58
93054,14,1,12,463,0,2,26,33
48864,2,1,19,477,0,9,51,39
41805,12,1,3,245,0,20,34,4
90626,2,1,10,236,0,1,30,39
28956,13,1,17,477,0,15,30,12
106862,15,1,22,245,0,5,50,8
12182,14,1,53,489,0,7,18,49
96790,3,1,13,452,0,15,58,43
80219,1,1,13,439,0,13,3,28
43855,29,1,36,343,0,8,45,51
58570,1,1,2,135,0,14,52,9
20547,2,1,19,237,0,3,59,39
52024,9,1,32,234,0,7,33,0
73487,26,1,13,121,0,10,29,49
50897,26,1,12,121,0,12,12,29
8580,12,1,13,178,0,14,41,0
103106,9,1,9,215,0,9,54,18
31277,202,1,16,421,1,12,52,42
132640,2,1,19,237,0,0,47,30
120777,12,1,19,105,0,1,53,55
24951,2,1,1,469,0,3,2,23
2970,1,1,19,349,0,7,14,10
175837,2,1,19,205,0,5,31,5
226698,14,1,13,463,0,8,58,10
16626,12,1,13,245,0,12,3,41
121442,12,1,17,265,0,12,35,58
7153,26,1,22,266,0,3,35,37
78289,8,1,37,140,0,4,0,13
29438,9,1,15,134,0,3,16,41
89716,8,1,6,145,0,11,38,6
100118,3,1,27,280,0,9,49,22
116689,12,1,9,340,0,16,44,17
55386,14,1,13,134,0,0,35,49
9704,18,1,36,107,0,13,40,13
57143,9,1,22,232,0,6,4,24
5348,19,0,0,210,0,9,4,27
174438,18,1,22,107,0,18,57,29
99070,12,1,19,178,0,12,19,35
98412,26,1,19,121,0,3,58,5
7699,12,1,19,178,0,4,57,54
94092,47,2,9,484,0,2,24,22
151933,3,1,10,424,0,4,45,4
93232,3,1,17,280,0,13,5,23
76791,3,1,8,280,0,6,3,44
11089,3,1,42,280,0,2,16,35
64813,2,1,10,435,0,4,53,21
49538,15,2,20,3,0,2,12,20
5818,2,1,20,237,0,5,54,6
30590,11,1,22,219,0,2,41,15
37767,2,1,19,237,0,13,35,30
26218,15,1,13,245,0,5,7,57
5648,8,1,13,145,0,4,28,48
283187,1,1,19,24,0,14,19,24
201659,2,1,6,236,0,6,16,34
123654,9,1,17,107,0,9,24,41
81814,11,1,32,122,0,7,47,54
252360,12,1,13,245,0,14,2,32
5788,3,1,47,424,0,8,31,8
43435,14,1,18,463,0,14,30,12
95766,12,1,25,178,0,10,32,19
40902,18,1,36,107,0,9,55,13
93542,2,1,13,236,0,12,7,6
105456,2,1,25,205,0,14,56,31
15143,9,1,13,445,0,2,44,47
89405,6,1,13,125,0,3,1,7
46573,3,1,17,280,0,7,7,24
118252,2,1,15,205,0,3,10,0
92297,18,1,15,121,0,8,57,58
25818,15,1,18,245,0,14,10,35
80402,12,1,13,140,0,22,53,11
82833,11,1,3,319,0,3,2,11
49602,9,1,23,466,0,11,59,52
124768,13,1,13,477,0,14,26,9
299990,24,1,41,178,0,8,39,37
37490,14,1,22,349,0,23,36,38
5348,1,1,13,115,0,23,51,5
56313,3,1,13,280,0,11,33,35
31372,9,1,15,244,0,10,6,58
62129,12,1,8,424,0,13,38,13
64886,12,1,19,245,0,16,0,52
103888,3,1,13,173,0,13,15,59
26870,18,1,13,107,0,6,12,22
19054,3,1,19,137,0,3,44,57
178177,2,1,15,469,0,21,44,9
76945,15,1,10,245,0,15,43,46
5314,12,1,18,178,0,15,36,53
42589,2,1,10,377,0,5,26,22
46657,18,1,18,107,0,2,19,6
255086,12,1,19,245,0,14,15,21
77295,3,1,13,280,0,16,46,52
93587,26,1,22,266,0,12,15,28
125736,15,1,19,245,0,5,41,50
97646,1,1,10,120,0,12,38,20
9923,14,1,25,446,0,9,20,33
64813,2,1,13,477,0,2,49,10
114220,24,2,27,178,0,7,1,2
36183,18,1,10,134,0,10,4,12
95647,14,1,19,439,0,6,56,28
17262,9,1,19,134,0,0,16,12
391,25,1,8,259,0,11,5,50
70226,15,1,9,245,0,22,6,35
47455,9,1,22,334,0,1,21,24
105435,3,1,13,442,0,4,33,26
55152,15,1,30,265,0,6,29,25
9938,14,1,19,480,0,7,12,53
73516,9,2,42,145,0,12,8,19
104403,9,1,13,134,0,16,12,50
44169,2,1,4,435,0,12,35,2
25705,14,1,13,379,0,5,51,27
115724,15,1,14,379,0,5,42,55
42176,12,1,19,178,0,14,22,20
13510,12,1,13,409,0,1,52,30
57919,25,1,13,259,0,13,5,10
99856,9,2,11,134,0,14,40,51
8580,9,1,13,334,0,13,42,51
41200,14,1,19,134,0,8,5,17
122251,9,1,9,244,0,23,46,22
15572,12,1,22,245,0,9,51,21
100182,3,1,3,379,0,6,15,58
23043,12,1,19,481,0,23,12,35
96581,15,1,8,130,0,11,54,38
249738,12,1,19,259,0,2,22,32
71008,9,1,19,466,0,6,17,28
18259,18,1,11,107,0,13,43,56
187444,12,1,13,178,0,2,0,42
40342,12,1,16,328,0,4,5,40
122010,12,1,13,19,0,7,25,17
42903,3,1,8,480,0,7,20,41
199439,18,1,17,439,0,4,16,27
295319,18,1,23,439,0,9,35,36
41106,8,2,9,140,0,4,20,47
90920,14,1,41,439,0,16,44,2
74596,15,1,43,315,0,22,54,44
71135,62,1,19,21,0,10,29,5
37240,12,1,8,259,0,4,12,33
106048,13,1,22,400,0,9,47,49
101074,3,1,8,409,0,10,9,6
124198,3,1,19,280,0,2,55,46
109177,15,1,19,245,0,13,32,56
114719,26,1,13,266,0,7,7,55
43147,9,1,8,489,0,15,10,3
65764,2,1,19,236,0,8,13,37
205857,3,1,9,130,0,10,10,11
117867,12,1,17,259,0,12,20,30
37197,23,1,53,153,0,2,7,20
96943,14,1,13,467,0,9,48,23
151871,1,1,13,377,0,10,9,37
5178,3,1,3,442,0,10,13,21
210601,9,2,9,244,0,11,23,1
16453,18,1,20,121,0,8,23,37
10719,2,1,44,377,0,23,28,17
31382,18,3032,607,107,0,16,8,29
92575,15,1,8,245,0,16,46,59
115208,3,1,13,135,0,14,11,31
80600,2,1,19,236,0,6,6,25
77825,3,1,22,280,0,6,7,14
66010,12,1,19,265,0,1,23,23
3339,18,1,13,107,0,3,47,26
59152,1,1,9,377,0,15,52,39
42931,3,1,25,280,0,5,22,45
76707,6,1,19,125,0,14,7,41
124449,28,1,19,135,0,6,17,34
2671,18,1,20,439,0,12,55,52
92735,1,1,42,134,0,18,42,42
105534,2,2,20,205,0,4,28,34
111159,28,1,22,135,0,1,24,1
108607,2,1,19,237,0,20,55,54
56166,9,1,9,134,0,16,8,1
178851,2,1,13,205,0,8,4,59
7313,12,1,3,219,0,13,59,32
119569,9,1,8,489,0,4,17,23
36213,2,1,43,205,0,15,6,5
100245,11,1,22,173,0,7,33,10
98180,3,1,13,480,0,12,56,18
205574,12,1,13,409,0,0,37,39
75125,3,1,13,115,0,21,4,1
116001,5,1,15,377,0,9,49,12
199327,9,1,17,127,0,12,15,11
162711,13,1,22,477,0,4,54,33
119369,2,2,28,205,0,13,5,4
7699,18,1,15,107,0,7,8,37
363995,12,1,3,328,0,12,8,57
51270,12,1,3,245,0,5,39,13
207246,17,1,18,134,0,5,33,23
53454,12,1,2,265,0,9,21,45
7785,15,1,13,245,0,17,38,30
60191,11,1,19,469,0,16,48,7
83182,14,1,13,463,0,23,56,42
346364,3,1,13,280,0,3,27,5
67879,9,1,10,232,0,4,14,34
109676,23,1,13,153,0,0,31,18
45841,12,1,17,212,0,5,50,56
100740,9,1,19,215,0,10,12,49
51846,23,1,22,153,0,23,51,3
101001,11,2,31,319,0,13,23,41
45374,17,1,31,280,0,1,42,56
149741,21,1,14,128,0,21,10,23
62315,14,1,13,442,0,8,44,40
35282,12,1,19,277,0,0,29,32
108229,20,1,13,259,0,15,32,30
22347,15,1,19,265,0,0,16,33
73516,12,1,19,178,0,16,20,50
201182,3,2,8,137,0,23,34,22
53058,18,1,7,439,0,1,1,47
49938,2,1,13,212,0,9,13,15
226612,23,1,25,153,0,16,33,7
62172,15,1,19,140,0,1,30,29
40648,3,1,13,409,0,6,50,52
97716,8,1,22,145,0,9,52,50
23575,3,1,19,280,0,8,20,20
183333,9,1,19,334,0,12,0,53
36688,14,1,17,134,0,19,32,52
100534,2,1,4,435,0,8,35,39
116743,2,1,13,364,0,17,39,53
47091,12,1,13,265,0,14,4,26
241353,11,1,19,319,0,14,0,53
5314,1,1,17,153,0,11,54,48
331224,12,1,18,328,0,14,50,38
7793,9,1,18,258,0,3,6,53
193056,26,1,20,266,0,11,4,24
95766,8,1,8,145,0,19,59,59
69449,15,1,9,245,0,4,44,7
82927,1,1,25,13,0,14,4,58
115292,15,1,70,315,0,7,15,52
181696,18,1,28,121,0,20,27,48
254742,8,1,27,145,0,23,6,44
106072,9,1,13,490,0,4,36,44
49289,12,1,19,245,0,15,58,5
165484,18,1,19,107,0,4,34,59
84205,12,1,13,265,0,23,49,53
27947,29,1,9,343,0,13,59,51
26953,18,1,13,379,0,5,24,54
18772,3,1,13,135,0,16,8,55
110064,8,1,3,145,0,5,27,54
28379,32,1,19,376,0,4,37,56
195820,8,1,18,145,0,4,37,48
210457,27,1,6,153,0,4,21,19
95820,15,1,41,315,0,9,15,49
180112,1,1,1,452,0,11,3,29
109486,21,1,19,232,0,14,18,8
40317,18,1,16,107,0,14,41,59
50489,3,1,37,280,0,7,39,40
71204,13,1,13,477,0,15,23,4
60191,13,1,19,477,0,23,17,26
263587,64,1,23,459,0,4,58,50
169364,23,1,19,153,0,0,50,33
184468,12,1,10,178,0,10,45,36
94563,2,1,19,477,0,6,55,22
123842,3,1,22,417,0,14,18,50
218224,18,1,19,107,0,6,59,16
103218,8,2,13,259,0,18,15,24
65659,12,1,22,145,0,7,9,25
118154,3,1,13,379,0,10,41,1
102174,29,1,19,213,1,6,41,39
37972,15,1,13,3,0,12,13,15
114683,20,1,19,478,0,12,40,39
26661,12,1,13,265,0,7,50,34
174538,15,1,17,412,0,12,52,46
12118,3,1,14,280,0,3,48,13
69235,18,1,19,121,0,2,54,34
114276,18,1,19,121,0,16,21,29
8495,3,1,18,135,0,6,42,4
74074,12,1,12,265,0,15,1,50
148324,3,2,13,135,0,10,22,54
120662,13,1,18,469,0,6,24,18
76921,2,1,13,477,0,16,59,32
160793,2,1,17,469,0,23,39,59
18458,15,1,27,245,0,17,27,30
79213,6,1,13,101,0,14,32,51
78992,3,1,19,480,0,8,28,16
361232,9,1,13,466,0,12,2,52
7130,1,1,19,124,0,7,18,33
105055,2,1,22,452,0,9,40,25
105392,3,1,22,452,0,0,8,31
106778,11,2,152,137,0,1,57,28
96618,9,1,15,445,0,23,59,49
86261,2,1,18,236,0,4,41,40
109386,23,1,17,153,0,7,33,39
85482,9,1,8,334,0,13,49,7
107155,9,1,62,466,0,13,56,14
288633,9,1,9,232,0,11,36,41
90509,12,1,19,326,0,16,25,3
174541,7,1,9,101,0,5,20,12
87073,11,1,19,481,0,5,17,10
121127,15,1,13,315,0,11,0,47
103108,12,1,32,105,0,5,11,7
100339,12,1,18,265,0,4,6,37
63793,3,1,13,379,0,16,1,44
63457,2,1,8,122,0,14,45,23
44101,3,1,19,442,0,22,16,33
22300,1,1,25,135,0,8,14,0
125108,12,1,18,328,0,6,20,50
166475,25,1,27,259,0,7,39,21
5314,2,2,40,122,0,10,37,44
17149,1,1,18,120,0,15,42,38
77048,29,1,13,213,0,2,56,3
141618,21,1,19,128,0,20,53,0
49604,1,1,25,150,0,14,26,4
120163,2,1,13,219,0,4,38,26
211819,9,1,20,489,0,5,17,40
318354,2,1,13,364,0,8,10,29
97793,2,1,19,219,0,13,49,18
51423,18,1,19,121,0,4,15,11
40654,2,1,13,236,0,4,16,35
75979,15,1,19,379,0,11,20,27
249284,2,1,19,435,0,0,45,17
175751,9,1,30,134,0,23,13,54
49921,9,1,13,215,0,7,41,26
7257,3,1,10,280,0,11,48,53
94076,18,1,19,379,0,7,49,59
28411,2,1,20,477,0,16,18,43
211659,3,1,10,489,0,10,58,10
22741,3,1,13,280,0,11,53,38
71285,9,1,22,127,0,10,43,25
115292,2,1,13,212,0,14,4,45
44798,15,1,22,111,0,10,21,24
26995,21,1,13,128,0,5,41,28
59540,18,1,13,107,0,4,52,50
13896,18,1,13,107,0,11,24,53
187662,12,1,12,140,0,9,19,42
78559,3,1,53,173,0,15,0,46
361699,3,1,19,130,0,21,6,13
4977,9,1,19,145,0,2,0,20
92413,208,1,19,330,0,0,20,17
79681,150,1,16,110,0,6,43,0
269102,15,1,19,315,0,3,49,4
33746,15,1,19,315,0,4,3,33
81614,12,1,25,409,0,23,52,34
20362,12,1,12,328,0,21,31,56
25679,12,1,17,259,0,9,28,39
47748,1,1,32,135,0,23,43,58
169619,3,1,16,115,0,4,38,51
202062,2,1,19,237,0,3,1,19
70586,3,1,13,424,0,9,0,1
48212,9,2,17,215,0,23,28,54
113949,25,1,13,259,0,3,26,42
105475,18,1,18,107,0,14,40,56
177148,12,1,20,265,0,8,28,31
111021,37,1,19,21,0,7,31,46
60258,14,1,19,401,0,13,38,4
93057,3,1,13,280,0,10,26,11
148288,3,1,27,371,0,1,16,21
103444,3,1,28,280,0,13,37,28
94745,2,1,20,469,0,10,27,3
7439,18,1,13,107,0,11,17,11
96139,15,1,19,265,0,7,23,17
31253,9,1,19,244,0,13,42,33
16426,6,1,27,125,0,11,20,53
116094,1,1,27,17,0,12,46,16
63804,6,1,17,459,0,16,31,29
29016,19,0,24,347,1,13,10,0
5178,3,1,18,130,0,5,27,27
157509,3,1,22,280,0,7,34,13
27469,3,1,19,205,0,0,58,22
102235,12,1,13,265,0,13,7,33
21368,15,1,46,245,0,6,30,8
137052,29,1,13,343,0,3,53,21
49602,14,1,13,439,0,10,20,31
17149,12,2,17,259,0,6,48,15
49358,9,1,15,232,0,15,10,57
106233,9,2,20,107,0,14,54,26
201345,14,1,19,489,0,22,10,38
77866,2,1,12,452,0,17,15,35
46582,3,1,15,19,0,13,52,1
107627,3,1,12,442,0,8,14,4
177000,15,1,13,315,0,8,44,48
7749,21,1,18,128,0,9,35,53
67754,9,2,13,234,0,8,59,24
45308,3,1,25,409,0,11,30,44
175177,3,1,22,115,0,14,40,8
83699,18,3543,748,107,0,7,24,0
37381,18,1,6,107,0,7,23,59
349075,3,1,20,280,0,0,7,16
220013,3,1,10,317,0,2,40,52
106308,18,1,19,439,0,13,46,36
55614,3,1,1,280,0,15,11,51
109320,18,1,27,107,0,5,29,54
211926,12,1,8,178,0,7,23,33
99987,3,1,37,280,0,4,31,35
84159,3,1,27,409,0,14,41,30
138281,12,1,19,497,0,7,23,35
69677,6,1,19,459,0,9,41,21
33961,11,1,19,122,0,5,7,53
313980,8,1,35,145,0,3,21,22
27858,25,1,19,259,0,6,58,45
4436,2,1,19,435,0,13,49,14
48043,12,1,13,178,0,1,23,36
123882,3,1,19,205,0,5,13,5
26995,9,1,13,442,0,9,35,31
59868,12,1,19,178,0,13,33,56
60442,10,1,22,317,0,23,40,45
9923,19,0,0,347,0,14,53,12
12450,2,1,19,236,0,12,15,31
80634,15,1,19,315,0,10,29,43
42417,9,1,19,489,0,13,31,56
93789,12,1,16,259,0,12,24,55
107155,12,1,58,242,0,12,23,12
258005,12,1,19,178,0,9,49,27
37063,14,1,35,349,0,7,11,43
162367,9,1,13,442,0,0,15,21
5729,18,1,8,107,0,1,12,22
51646,28,1,13,135,0,8,18,35
139614,2,1,25,477,0,10,41,6
111847,9,1,17,258,0,13,12,18
48282,9,1,19,466,0,2,10,18
165764,28,1,13,135,0,23,34,53
154971,2,1,17,364,0,21,25,31
153038,18,1,35,439,0,12,59,44
58237,21,1,13,128,0,5,17,47
53454,2,1,43,477,0,12,14,24
52335,28,1,19,135,0,14,37,10
10716,6,1,17,459,0,13,3,23
36690,18,1,13,107,0,13,19,33
114923,6,1,12,459,0,4,40,46
105475,3,1,22,135,0,15,52,5
121428,3,1,25,19,0,14,5,51
114276,29,1,19,343,0,8,18,18
97646,3,2,19,371,0,12,27,11
186606,12,1,22,265,0,15,39,14
180482,2,1,25,219,0,1,52,36
25553,8,1,22,140,0,12,13,51
186837,28,1,18,135,0,8,53,22
67439,12,2,49,259,0,13,49,17
75980,2,1,17,219,0,3,19,22
122110,2,1,14,219,0,3,33,32
91758,21,1,19,128,0,4,22,53
75185,3,1,58,424,0,14,33,19
103698,9,1,10,258,0,4,0,26
